consumption_id,customer_id,consumption_date,compute_units_used,storage_gb_used,query_count
CONS-0018-0015,CUST-0018,2026-03-25,171,121,896
CONS-0018-0016,CUST-0018,2026-02-19,114,554,845
CONS-0018-0017,CUST-0018,2026-05-03,182,659,739
CONS-0018-0018,CUST-0018,2026-04-22,174,583,782
CONS-0018-0019,CUST-0018,2026-03-20,134,775,366
CONS-0018-0020,CUST-0018,2026-03-04,44,399,140
CONS-0018-0021,CUST-0018,2026-03-18,144,947,280
CONS-0018-0022,CUST-0018,2026-04-03,247,443,736
CONS-0018-0023,CUST-0018,2026-04-25,81,789,374
CONS-0018-0024,CUST-0018,2026-04-25,119,286,985
CONS-0018-0025,CUST-0018,2026-03-31,196,352,642
CONS-0018-0026,CUST-0018,2026-04-30,298,243,517
CONS-0018-0027,CUST-0018,2026-03-29,266,878,777
CONS-0018-0028,CUST-0018,2026-04-07,268,595,315
CONS-0018-0029,CUST-0018,2026-04-07,223,352,519
CONS-0018-0030,CUST-0018,2026-03-11,280,403,670
CONS-0019-0000,CUST-0019,2026-04-08,16603,49628,41476
CONS-0019-0001,CUST-0019,2026-03-26,11296,27599,19975
CONS-0019-0002,CUST-0019,2026-02-15,10843,30718,70932
CONS-0019-0003,CUST-0019,2026-03-21,21109,40963,45643
CONS-0019-0004,CUST-0019,2026-03-05,18067,20641,85882
CONS-0019-0005,CUST-0019,2026-04-28,19579,28348,56233
CONS-0019-0006,CUST-0019,2026-03-28,7506,12187,95494
CONS-0019-0007,CUST-0019,2026-02-22,16155,33100,63122
CONS-0019-0008,CUST-0019,2026-03-12,21175,38835,11866
CONS-0019-0009,CUST-0019,2026-02-24,23001,12457,85673
CONS-0019-0010,CUST-0019,2026-04-15,10473,13033,25320
CONS-0019-0011,CUST-0019,2026-04-25,13576,12242,49125
CONS-0019-0012,CUST-0019,2026-02-11,22167,45236,66538
CONS-0019-0013,CUST-0019,2026-03-30,20763,18048,56447
CONS-0019-0014,CUST-0019,2026-05-05,21945,43715,46945
CONS-0019-0015,CUST-0019,2026-02-17,24970,27214,68235
CONS-0019-0016,CUST-0019,2026-03-03,27655,38832,33139
CONS-0019-0017,CUST-0019,2026-05-01,11958,49857,47415
CONS-0019-0018,CUST-0019,2026-03-31,16833,42917,84033
CONS-0019-0019,CUST-0019,2026-02-23,21163,24002,63437
CONS-0019-0020,CUST-0019,2026-03-12,28726,40634,22881
CONS-0019-0021,CUST-0019,2026-02-23,20479,19636,45530
CONS-0019-0022,CUST-0019,2026-04-28,11188,26178,71976
CONS-0019-0023,CUST-0019,2026-05-05,14286,22059,68623
CONS-0019-0024,CUST-0019,2026-03-06,8853,41860,91499
CONS-0019-0025,CUST-0019,2026-02-13,16357,48752,75824
CONS-0019-0026,CUST-0019,2026-03-13,21705,18547,76430
CONS-0019-0027,CUST-0019,2026-03-03,13941,49316,51375
CONS-0019-0028,CUST-0019,2026-03-10,29211,42563,16924
CONS-0019-0029,CUST-0019,2026-04-02,22822,39225,38972
CONS-0019-0030,CUST-0019,2026-05-06,28071,32409,63954
CONS-0019-0031,CUST-0019,2026-04-06,14551,35111,98475
CONS-0019-0032,CUST-0019,2026-04-08,28950,12787,72841
CONS-0019-0033,CUST-0019,2026-03-25,19786,34616,84909
CONS-0019-0034,CUST-0019,2026-04-17,25770,37198,65430
CONS-0019-0035,CUST-0019,2026-03-10,7566,17466,60870
CONS-0019-0036,CUST-0019,2026-04-30,24052,30196,40917
CONS-0019-0037,CUST-0019,2026-05-08,10987,31845,90170
CONS-0019-0038,CUST-0019,2026-04-23,20908,11443,94191
CONS-0019-0039,CUST-0019,2026-03-18,14728,49225,11885
CONS-0019-0040,CUST-0019,2026-03-27,22362,16955,96725
CONS-0019-0041,CUST-0019,2026-04-14,23356,49568,41375
CONS-0019-0042,CUST-0019,2026-03-30,8890,23946,41488
CONS-0019-0043,CUST-0019,2026-03-04,26395,19354,20133
CONS-0019-0044,CUST-0019,2026-02-20,23851,36757,89584
CONS-0019-0045,CUST-0019,2026-02-19,17466,43862,26514
CONS-0019-0046,CUST-0019,2026-03-19,23944,22942,12006
CONS-0019-0047,CUST-0019,2026-05-09,14172,43162,81544
CONS-0019-0048,CUST-0019,2026-03-07,16564,29608,30027
CONS-0019-0049,CUST-0019,2026-04-25,8230,39180,25555
CONS-0019-0050,CUST-0019,2026-04-05,13759,41814,25881
CONS-0019-0051,CUST-0019,2026-04-26,10831,27060,75256
CONS-0019-0052,CUST-0019,2026-02-15,23668,20250,60586
CONS-0019-0053,CUST-0019,2026-04-05,29638,16981,17698
CONS-0019-0054,CUST-0019,2026-05-07,14046,28236,27287
CONS-0019-0055,CUST-0019,2026-04-07,10453,20957,69845
CONS-0019-0056,CUST-0019,2026-02-26,19731,41749,53851
CONS-0019-0057,CUST-0019,2026-02-14,20730,49122,54620
CONS-0019-0058,CUST-0019,2026-02-16,9465,44692,69667
CONS-0019-0059,CUST-0019,2026-04-10,10905,45394,10036
CONS-0019-0060,CUST-0019,2026-02-15,12999,29753,72463
CONS-0019-0061,CUST-0019,2026-03-16,12999,43121,83373
CONS-0019-0062,CUST-0019,2026-04-15,24463,45653,30421
CONS-0019-0063,CUST-0019,2026-03-15,7975,46924,17578
CONS-0019-0064,CUST-0019,2026-03-10,15471,14297,17746
CONS-0019-0065,CUST-0019,2026-03-17,22995,41968,37525
CONS-0019-0066,CUST-0019,2026-03-11,22066,28901,89845
CONS-0020-0000,CUST-0020,2026-04-19,685,371,994
CONS-0020-0001,CUST-0020,2026-02-21,220,473,690
CONS-0020-0002,CUST-0020,2026-05-10,96,469,172
CONS-0020-0003,CUST-0020,2026-05-02,408,968,423
CONS-0020-0004,CUST-0020,2026-04-23,459,952,416
CONS-0020-0005,CUST-0020,2026-04-10,658,713,566
CONS-0020-0006,CUST-0020,2026-03-10,652,487,115
CONS-0020-0007,CUST-0020,2026-03-23,150,131,316
CONS-0020-0008,CUST-0020,2026-04-01,124,829,419
CONS-0020-0009,CUST-0020,2026-03-07,216,981,979
CONS-0020-0010,CUST-0020,2026-04-15,750,799,760
CONS-0020-0011,CUST-0020,2026-03-01,484,167,557
CONS-0020-0012,CUST-0020,2026-03-14,403,334,945
CONS-0020-0013,CUST-0020,2026-04-08,750,880,710
CONS-0020-0014,CUST-0020,2026-04-20,732,484,307
CONS-0020-0015,CUST-0020,2026-05-05,171,508,272
CONS-0020-0016,CUST-0020,2026-03-21,76,558,824
CONS-0020-0017,CUST-0020,2026-04-22,387,644,718
CONS-0020-0018,CUST-0020,2026-02-24,499,468,237
CONS-0020-0019,CUST-0020,2026-04-05,279,139,989
CONS-0020-0020,CUST-0020,2026-02-18,577,564,967
CONS-0020-0021,CUST-0020,2026-03-16,354,311,546
CONS-0020-0022,CUST-0020,2026-02-26,448,963,504
CONS-0020-0023,CUST-0020,2026-04-01,208,262,528
CONS-0020-0024,CUST-0020,2026-04-06,199,586,101
CONS-0020-0025,CUST-0020,2026-03-23,585,760,860
CONS-0020-0026,CUST-0020,2026-04-29,445,816,467
CONS-0020-0027,CUST-0020,2026-04-07,432,213,963
CONS-0020-0028,CUST-0020,2026-03-16,633,537,845
CONS-0020-0029,CUST-0020,2026-02-12,303,672,161
CONS-0020-0030,CUST-0020,2026-02-24,682,609,800
CONS-0020-0031,CUST-0020,2026-04-17,480,840,175
CONS-0020-0032,CUST-0020,2026-03-26,367,776,385
CONS-0020-0033,CUST-0020,2026-03-28,213,435,422
CONS-0020-0034,CUST-0020,2026-02-12,663,719,995
CONS-0020-0035,CUST-0020,2026-04-13,357,664,946
CONS-0020-0036,CUST-0020,2026-04-25,739,676,523
CONS-0020-0037,CUST-0020,2026-04-06,642,191,599
CONS-0020-0038,CUST-0020,2026-02-17,115,558,107
CONS-0020-0039,CUST-0020,2026-02-23,643,586,204
CONS-0020-0040,CUST-0020,2026-03-15,529,875,822
CONS-0020-0041,CUST-0020,2026-05-08,258,145,732
CONS-0020-0042,CUST-0020,2026-03-12,280,132,844
CONS-0020-0043,CUST-0020,2026-04-09,226,159,663
CONS-0020-0044,CUST-0020,2026-03-28,463,596,735
CONS-0020-0045,CUST-0020,2026-04-21,457,333,491
CONS-0020-0046,CUST-0020,2026-04-20,361,713,927
CONS-0020-0047,CUST-0020,2026-04-24,502,140,824
CONS-0020-0048,CUST-0020,2026-04-30,544,931,997
CONS-0020-0049,CUST-0020,2026-03-03,214,400,142
CONS-0020-0050,CUST-0020,2026-03-03,730,159,396
CONS-0020-0051,CUST-0020,2026-02-23,376,302,149
CONS-0020-0052,CUST-0020,2026-03-05,316,191,767
CONS-0020-0053,CUST-0020,2026-03-12,157,640,642
CONS-0020-0054,CUST-0020,2026-04-06,538,648,473
CONS-0020-0055,CUST-0020,2026-03-27,633,719,186
CONS-0020-0056,CUST-0020,2026-05-04,123,809,135
CONS-0020-0057,CUST-0020,2026-04-04,186,876,144
CONS-0020-0058,CUST-0020,2026-04-16,405,129,657
CONS-0020-0059,CUST-0020,2026-04-22,210,290,326
CONS-0021-0000,CUST-0021,2026-03-07,207,592,709
CONS-0021-0001,CUST-0021,2026-05-10,317,487,458
CONS-0021-0002,CUST-0021,2026-03-01,125,762,418
CONS-0021-0003,CUST-0021,2026-04-08,165,381,571
CONS-0021-0004,CUST-0021,2026-02-10,207,508,240
CONS-0021-0005,CUST-0021,2026-03-22,196,404,915
CONS-0021-0006,CUST-0021,2026-04-05,280,621,901
CONS-0021-0007,CUST-0021,2026-04-14,328,503,229
CONS-0021-0008,CUST-0021,2026-04-27,185,600,484
CONS-0021-0009,CUST-0021,2026-03-07,305,528,649
CONS-0021-0010,CUST-0021,2026-03-08,300,201,126
CONS-0021-0011,CUST-0021,2026-04-12,356,325,346
CONS-0021-0012,CUST-0021,2026-02-21,445,585,879
CONS-0021-0013,CUST-0021,2026-04-22,144,897,629
CONS-0021-0014,CUST-0021,2026-02-19,68,387,750
CONS-0021-0015,CUST-0021,2026-03-31,316,220,984
CONS-0021-0016,CUST-0021,2026-03-19,270,427,282
CONS-0021-0017,CUST-0021,2026-03-16,59,785,448
CONS-0021-0018,CUST-0021,2026-05-07,114,208,240
CONS-0021-0019,CUST-0021,2026-03-12,433,889,970
CONS-0021-0020,CUST-0021,2026-04-25,110,483,233
CONS-0021-0021,CUST-0021,2026-04-01,231,783,669
CONS-0021-0022,CUST-0021,2026-04-24,317,207,935
CONS-0021-0023,CUST-0021,2026-03-30,304,448,696
CONS-0021-0024,CUST-0021,2026-03-12,392,749,661
CONS-0021-0025,CUST-0021,2026-03-14,317,396,355
CONS-0021-0026,CUST-0021,2026-02-21,467,276,987
CONS-0021-0027,CUST-0021,2026-02-11,188,109,411
CONS-0021-0028,CUST-0021,2026-05-07,249,163,964
CONS-0021-0029,CUST-0021,2026-05-04,298,413,577
CONS-0021-0030,CUST-0021,2026-03-28,444,137,782
CONS-0021-0031,CUST-0021,2026-04-11,386,224,937
CONS-0021-0032,CUST-0021,2026-02-28,483,170,761
CONS-0021-0033,CUST-0021,2026-04-23,409,445,390
CONS-0021-0034,CUST-0021,2026-03-13,143,948,722
CONS-0021-0035,CUST-0021,2026-03-08,103,184,888
CONS-0021-0036,CUST-0021,2026-05-05,298,260,871
CONS-0021-0037,CUST-0021,2026-04-13,83,660,171
CONS-0021-0038,CUST-0021,2026-05-08,377,807,510
CONS-0021-0039,CUST-0021,2026-02-18,291,151,313
CONS-0021-0040,CUST-0021,2026-04-01,347,267,654
CONS-0021-0041,CUST-0021,2026-04-19,185,730,985
CONS-0021-0042,CUST-0021,2026-02-27,168,380,849
CONS-0021-0043,CUST-0021,2026-04-16,130,148,968
CONS-0021-0044,CUST-0021,2026-03-01,124,253,398
CONS-0021-0045,CUST-0021,2026-03-28,418,533,650
CONS-0021-0046,CUST-0021,2026-04-21,305,279,441
CONS-0021-0047,CUST-0021,2026-04-24,328,570,531
CONS-0021-0048,CUST-0021,2026-05-10,155,705,883
CONS-0021-0049,CUST-0021,2026-04-27,197,501,780
CONS-0021-0050,CUST-0021,2026-03-02,97,878,866
CONS-0021-0051,CUST-0021,2026-03-04,186,172,306
CONS-0021-0052,CUST-0021,2026-03-27,323,176,766
CONS-0021-0053,CUST-0021,2026-04-28,149,141,793
CONS-0021-0054,CUST-0021,2026-03-04,287,322,727
CONS-0021-0055,CUST-0021,2026-03-27,432,773,637
CONS-0021-0056,CUST-0021,2026-04-27,225,217,644
CONS-0021-0057,CUST-0021,2026-04-01,491,104,752
CONS-0021-0058,CUST-0021,2026-03-06,163,582,615
CONS-0021-0059,CUST-0021,2026-04-12,274,648,896
CONS-0021-0060,CUST-0021,2026-03-05,338,258,714
CONS-0021-0061,CUST-0021,2026-03-16,367,197,742
CONS-0021-0062,CUST-0021,2026-02-23,193,704,811
CONS-0021-0063,CUST-0021,2026-04-01,120,726,568
CONS-0021-0064,CUST-0021,2026-04-17,108,748,158
CONS-0021-0065,CUST-0021,2026-04-25,129,657,472
CONS-0022-0000,CUST-0022,2026-04-26,4018,9965,8823
CONS-0022-0001,CUST-0022,2026-04-23,1370,5026,9344
CONS-0022-0002,CUST-0022,2026-03-19,1257,1299,1545
CONS-0022-0003,CUST-0022,2026-03-04,2108,9499,8094
CONS-0022-0004,CUST-0022,2026-04-01,1059,5192,3558
CONS-0022-0005,CUST-0022,2026-02-10,3347,9047,1637
CONS-0022-0006,CUST-0022,2026-03-06,4822,6037,7636
CONS-0022-0007,CUST-0022,2026-05-01,2316,2843,3494
CONS-0022-0008,CUST-0022,2026-02-28,2696,9213,2240
CONS-0022-0009,CUST-0022,2026-02-26,3186,4136,4535
CONS-0022-0010,CUST-0022,2026-04-01,3750,1143,7985
CONS-0022-0011,CUST-0022,2026-03-08,3385,1961,5890
CONS-0022-0012,CUST-0022,2026-04-06,1933,3074,5597
CONS-0022-0013,CUST-0022,2026-03-25,1366,8233,4066
CONS-0022-0014,CUST-0022,2026-02-16,3681,7281,4986
CONS-0022-0015,CUST-0022,2026-03-06,3120,3558,8335
CONS-0022-0016,CUST-0022,2026-04-11,2959,2104,3704
CONS-0022-0017,CUST-0022,2026-03-19,762,6880,4841
CONS-0022-0018,CUST-0022,2026-03-09,4266,8242,2473
CONS-0022-0019,CUST-0022,2026-02-20,2647,1256,4755
CONS-0022-0020,CUST-0022,2026-04-08,4109,6405,5302
CONS-0022-0021,CUST-0022,2026-03-21,771,3810,1780
CONS-0022-0022,CUST-0022,2026-04-22,2235,2318,4798
CONS-0022-0023,CUST-0022,2026-05-07,2166,3318,9610
CONS-0022-0024,CUST-0022,2026-04-01,4067,5848,5801
CONS-0022-0025,CUST-0022,2026-04-09,4519,3794,1668
CONS-0022-0026,CUST-0022,2026-03-31,2432,9267,8830
CONS-0022-0027,CUST-0022,2026-04-15,3591,6830,7708
CONS-0022-0028,CUST-0022,2026-04-28,3830,9818,8308
CONS-0022-0029,CUST-0022,2026-05-04,995,6078,4431
CONS-0022-0030,CUST-0022,2026-04-19,3894,2227,5417
CONS-0022-0031,CUST-0022,2026-03-31,4727,2522,8255
CONS-0022-0032,CUST-0022,2026-02-23,3668,2844,5130
CONS-0022-0033,CUST-0022,2026-04-19,3775,3853,1623
CONS-0022-0034,CUST-0022,2026-05-03,1499,5352,5935
CONS-0022-0035,CUST-0022,2026-03-13,3246,7677,9955
CONS-0022-0036,CUST-0022,2026-05-07,3679,8893,8797
CONS-0022-0037,CUST-0022,2026-03-25,2375,8556,2891
CONS-0022-0038,CUST-0022,2026-02-21,4606,3435,6274
CONS-0022-0039,CUST-0022,2026-02-26,4054,5143,2192
CONS-0022-0040,CUST-0022,2026-03-09,2830,4577,5768
CONS-0022-0041,CUST-0022,2026-04-05,4997,7622,1439
CONS-0022-0042,CUST-0022,2026-02-16,2142,6253,7070
CONS-0022-0043,CUST-0022,2026-03-20,4644,7807,9223
CONS-0022-0044,CUST-0022,2026-03-17,3335,5761,2606
CONS-0022-0045,CUST-0022,2026-03-04,603,9735,9752
CONS-0022-0046,CUST-0022,2026-05-04,1809,1701,4528
CONS-0022-0047,CUST-0022,2026-03-21,3399,9221,3001
CONS-0022-0048,CUST-0022,2026-05-03,3060,7382,2273
CONS-0022-0049,CUST-0022,2026-03-25,1698,6324,5362
CONS-0022-0050,CUST-0022,2026-03-22,694,5836,1053
CONS-0022-0051,CUST-0022,2026-03-27,2414,1780,5545
CONS-0022-0052,CUST-0022,2026-04-24,2006,9901,6397
CONS-0022-0053,CUST-0022,2026-04-05,4008,6119,9481
CONS-0022-0054,CUST-0022,2026-03-04,932,8850,5711
CONS-0022-0055,CUST-0022,2026-04-02,2725,7879,5615
CONS-0022-0056,CUST-0022,2026-05-04,2697,8738,8669
CONS-0022-0057,CUST-0022,2026-05-02,784,9750,5232
CONS-0022-0058,CUST-0022,2026-02-11,2449,8744,4228
CONS-0022-0059,CUST-0022,2026-03-15,3981,7648,2747
CONS-0022-0060,CUST-0022,2026-04-13,4130,2206,6207
CONS-0022-0061,CUST-0022,2026-03-11,4816,1940,4671
CONS-0022-0062,CUST-0022,2026-03-26,2848,3708,4445
CONS-0022-0063,CUST-0022,2026-02-18,2517,5117,6646
CONS-0022-0064,CUST-0022,2026-02-13,2426,4997,9453
CONS-0022-0065,CUST-0022,2026-02-14,3470,6824,9191
CONS-0022-0066,CUST-0022,2026-04-02,613,7981,8712
CONS-0022-0067,CUST-0022,2026-02-26,3623,2279,2366
CONS-0022-0068,CUST-0022,2026-02-28,1614,3741,7943
CONS-0022-0069,CUST-0022,2026-03-15,1746,4522,1447
CONS-0022-0070,CUST-0022,2026-02-28,4031,5638,1646
CONS-0022-0071,CUST-0022,2026-02-18,2465,6976,3947
CONS-0022-0072,CUST-0022,2026-03-14,4124,3702,1642
CONS-0022-0073,CUST-0022,2026-03-18,3031,8425,5731
CONS-0022-0074,CUST-0022,2026-03-20,4328,8074,6193
CONS-0022-0075,CUST-0022,2026-03-09,4551,1919,2769
CONS-0022-0076,CUST-0022,2026-03-06,2770,5779,5508
CONS-0022-0077,CUST-0022,2026-04-14,4840,5440,8346
CONS-0022-0078,CUST-0022,2026-03-29,4787,8627,3905
CONS-0022-0079,CUST-0022,2026-02-11,4880,7158,8876
CONS-0022-0080,CUST-0022,2026-03-11,1904,6948,4031
CONS-0022-0081,CUST-0022,2026-02-17,1275,5380,9344
CONS-0022-0082,CUST-0022,2026-04-05,2000,9935,3460
CONS-0022-0083,CUST-0022,2026-02-18,2877,5296,9182
CONS-0023-0000,CUST-0023,2026-03-03,993,3399,7812
CONS-0023-0001,CUST-0023,2026-03-10,2851,8922,1082
CONS-0023-0002,CUST-0023,2026-04-09,7033,1451,8500
CONS-0023-0003,CUST-0023,2026-04-21,3346,6819,9458
CONS-0023-0004,CUST-0023,2026-02-16,1353,2506,4987
CONS-0023-0005,CUST-0023,2026-03-26,5649,1339,8432
CONS-0023-0006,CUST-0023,2026-03-14,3490,5828,7386
CONS-0023-0007,CUST-0023,2026-02-21,2524,8553,5561
CONS-0023-0008,CUST-0023,2026-05-01,778,5370,8120
CONS-0023-0009,CUST-0023,2026-03-14,5613,8774,5350
CONS-0023-0010,CUST-0023,2026-05-05,1963,8822,2132
CONS-0023-0011,CUST-0023,2026-03-28,2238,2360,3522
CONS-0023-0012,CUST-0023,2026-03-31,1996,4781,7170
CONS-0023-0013,CUST-0023,2026-05-02,6106,4741,7852
CONS-0023-0014,CUST-0023,2026-03-27,7002,2590,2739
CONS-0023-0015,CUST-0023,2026-02-21,3858,7773,8195
CONS-0023-0016,CUST-0023,2026-04-19,2107,6551,5330
CONS-0023-0017,CUST-0023,2026-03-20,5691,3875,9393
CONS-0023-0018,CUST-0023,2026-03-25,2665,5062,1821
CONS-0023-0019,CUST-0023,2026-05-04,7318,6377,9723
CONS-0023-0020,CUST-0023,2026-03-22,4921,9522,9093
CONS-0023-0021,CUST-0023,2026-04-27,2571,6853,2795
CONS-0023-0022,CUST-0023,2026-03-11,7413,4314,1799
CONS-0023-0023,CUST-0023,2026-04-19,3903,4917,9877
CONS-0023-0024,CUST-0023,2026-05-10,1981,8383,1173
CONS-0023-0025,CUST-0023,2026-05-08,1492,5632,4664
CONS-0023-0026,CUST-0023,2026-02-27,5590,9680,7051
CONS-0023-0027,CUST-0023,2026-03-26,5869,5849,3484
CONS-0023-0028,CUST-0023,2026-03-15,1426,3052,6900
CONS-0023-0029,CUST-0023,2026-04-08,6039,4078,7039
CONS-0023-0030,CUST-0023,2026-05-06,5113,1016,4614
CONS-0023-0031,CUST-0023,2026-03-25,2491,4889,4272
CONS-0023-0032,CUST-0023,2026-04-04,1647,2422,5075
CONS-0023-0033,CUST-0023,2026-03-22,6652,5792,7932
CONS-0023-0034,CUST-0023,2026-03-10,1218,8673,7697
CONS-0023-0035,CUST-0023,2026-04-03,2455,9545,9393
CONS-0023-0036,CUST-0023,2026-02-10,5725,2498,7063
CONS-0023-0037,CUST-0023,2026-02-28,1929,1471,3594
CONS-0023-0038,CUST-0023,2026-04-30,949,6249,4466
CONS-0023-0039,CUST-0023,2026-05-07,4045,4404,7239
CONS-0023-0040,CUST-0023,2026-04-26,7179,4682,6675
CONS-0023-0041,CUST-0023,2026-05-01,5169,7309,5366
CONS-0023-0042,CUST-0023,2026-03-20,7219,2203,2525
CONS-0023-0043,CUST-0023,2026-04-17,1840,2097,5810
CONS-0023-0044,CUST-0023,2026-04-19,6066,2912,7114
CONS-0023-0045,CUST-0023,2026-04-24,6390,6448,8917
CONS-0023-0046,CUST-0023,2026-04-13,1843,3726,6234
CONS-0023-0047,CUST-0023,2026-03-18,6579,3937,4795
CONS-0023-0048,CUST-0023,2026-04-05,2956,7903,1015
CONS-0023-0049,CUST-0023,2026-03-10,7165,9415,3344
CONS-0023-0050,CUST-0023,2026-05-05,6756,9325,6213
CONS-0023-0051,CUST-0023,2026-04-14,6789,4844,2707
CONS-0024-0000,CUST-0024,2026-03-18,75791,85204,424062
CONS-0024-0001,CUST-0024,2026-03-07,41785,312669,431216
CONS-0024-0002,CUST-0024,2026-03-28,96781,232306,856139
CONS-0024-0003,CUST-0024,2026-03-25,24228,256568,715130
CONS-0024-0004,CUST-0024,2026-04-11,31519,294386,245621
CONS-0024-0005,CUST-0024,2026-05-02,75706,491794,251267
CONS-0024-0006,CUST-0024,2026-02-11,68346,461795,422877
CONS-0024-0007,CUST-0024,2026-04-03,26479,392118,114925
CONS-0024-0008,CUST-0024,2026-03-09,55896,498009,763007
CONS-0024-0009,CUST-0024,2026-02-23,25392,359963,173751
CONS-0024-0010,CUST-0024,2026-03-03,67358,206653,173260
CONS-0024-0011,CUST-0024,2026-04-12,26433,285080,835639
CONS-0024-0012,CUST-0024,2026-04-25,46660,223356,100093
CONS-0024-0013,CUST-0024,2026-03-24,87584,471779,606370
CONS-0024-0014,CUST-0024,2026-03-11,27840,485701,960968
CONS-0024-0015,CUST-0024,2026-02-14,25129,66069,178514
CONS-0024-0016,CUST-0024,2026-04-03,21763,486394,788369
CONS-0024-0017,CUST-0024,2026-04-11,99736,427585,860385
CONS-0024-0018,CUST-0024,2026-02-15,44782,192775,619540
CONS-0024-0019,CUST-0024,2026-05-01,32047,319949,477101
CONS-0024-0020,CUST-0024,2026-03-31,63931,347421,126363
CONS-0024-0021,CUST-0024,2026-04-05,98880,298319,694878
CONS-0024-0022,CUST-0024,2026-04-05,44917,445668,405293
CONS-0024-0023,CUST-0024,2026-04-02,52180,248981,445972
CONS-0024-0024,CUST-0024,2026-03-25,31623,318663,525970
CONS-0024-0025,CUST-0024,2026-02-20,72367,206953,269287
CONS-0024-0026,CUST-0024,2026-04-29,82532,451066,334324
CONS-0024-0027,CUST-0024,2026-02-13,72453,418680,271798
CONS-0024-0028,CUST-0024,2026-04-09,80279,392287,341187
CONS-0024-0029,CUST-0024,2026-03-09,73844,297302,476224
CONS-0024-0030,CUST-0024,2026-03-31,88363,61227,787853
CONS-0024-0031,CUST-0024,2026-04-19,73992,173792,141648
CONS-0024-0032,CUST-0024,2026-03-28,34213,240062,652542
CONS-0024-0033,CUST-0024,2026-04-29,97486,317982,517771
CONS-0024-0034,CUST-0024,2026-02-14,87771,183893,784877
CONS-0024-0035,CUST-0024,2026-04-07,80548,354816,463747
CONS-0024-0036,CUST-0024,2026-03-11,92428,491780,521810
CONS-0024-0037,CUST-0024,2026-02-28,87880,271880,724734
CONS-0024-0038,CUST-0024,2026-02-17,22955,311336,550562
CONS-0024-0039,CUST-0024,2026-04-06,70324,261869,700460
CONS-0024-0040,CUST-0024,2026-04-30,65214,95690,384882
CONS-0024-0041,CUST-0024,2026-04-16,20007,424113,443324
CONS-0024-0042,CUST-0024,2026-05-08,97130,226539,304612
CONS-0024-0043,CUST-0024,2026-02-10,94399,233130,338113
CONS-0024-0044,CUST-0024,2026-03-05,66274,114900,495390
CONS-0024-0045,CUST-0024,2026-02-22,39535,201720,858654
CONS-0024-0046,CUST-0024,2026-04-04,79603,226981,381439
CONS-0024-0047,CUST-0024,2026-03-17,54908,225888,249369
CONS-0024-0048,CUST-0024,2026-03-06,84435,54086,842468
CONS-0024-0049,CUST-0024,2026-04-24,21267,252450,121471
CONS-0024-0050,CUST-0024,2026-03-20,50358,221595,279144
CONS-0024-0051,CUST-0024,2026-03-08,57164,462346,242683
CONS-0024-0052,CUST-0024,2026-05-09,94340,224140,736393
CONS-0024-0053,CUST-0024,2026-05-10,52939,433134,483579
CONS-0024-0054,CUST-0024,2026-05-07,79518,389346,330471
CONS-0024-0055,CUST-0024,2026-04-03,88606,369841,443683
CONS-0024-0056,CUST-0024,2026-03-21,71994,175750,735535
CONS-0024-0057,CUST-0024,2026-04-02,48377,180182,585194
CONS-0024-0058,CUST-0024,2026-04-26,70930,261599,422870
CONS-0024-0059,CUST-0024,2026-03-16,24265,247118,949901
CONS-0024-0060,CUST-0024,2026-02-23,83565,193009,372268
CONS-0024-0061,CUST-0024,2026-04-05,55004,352390,817629
CONS-0024-0062,CUST-0024,2026-04-14,94580,229128,388856
CONS-0024-0063,CUST-0024,2026-04-06,83519,451667,523859
CONS-0024-0064,CUST-0024,2026-02-11,33339,274534,355306
CONS-0024-0065,CUST-0024,2026-03-24,36566,348689,932873
CONS-0024-0066,CUST-0024,2026-02-21,67111,453364,620514
CONS-0024-0067,CUST-0024,2026-02-18,51193,326319,397123
CONS-0024-0068,CUST-0024,2026-03-23,47142,132021,570183
CONS-0024-0069,CUST-0024,2026-04-24,21959,426540,157225
CONS-0024-0070,CUST-0024,2026-04-14,99806,95861,378525
CONS-0024-0071,CUST-0024,2026-04-27,96881,189771,491573
CONS-0024-0072,CUST-0024,2026-05-01,76551,432641,730080
CONS-0024-0073,CUST-0024,2026-03-02,93193,372352,150799
CONS-0024-0074,CUST-0024,2026-02-27,66672,234451,179190
CONS-0024-0075,CUST-0024,2026-03-18,92869,51668,406871
CONS-0024-0076,CUST-0024,2026-03-05,54517,261648,864975
CONS-0024-0077,CUST-0024,2026-03-26,55410,471666,947822
CONS-0024-0078,CUST-0024,2026-05-07,46406,300541,427924
CONS-0024-0079,CUST-0024,2026-03-09,88241,140332,138160
CONS-0024-0080,CUST-0024,2026-03-11,31860,96043,804480
CONS-0024-0081,CUST-0024,2026-04-28,50916,91922,676870
CONS-0024-0082,CUST-0024,2026-03-29,91659,463247,540919
CONS-0024-0083,CUST-0024,2026-03-03,60285,391402,627135
CONS-0025-0000,CUST-0025,2026-05-01,420,2808,3245
CONS-0025-0001,CUST-0025,2026-03-07,364,3991,5613
CONS-0025-0002,CUST-0025,2026-02-17,1931,4192,9247
CONS-0025-0003,CUST-0025,2026-03-14,744,2684,8336
CONS-0025-0004,CUST-0025,2026-04-07,944,8506,4529
CONS-0025-0005,CUST-0025,2026-02-13,1978,6812,2063
CONS-0025-0006,CUST-0025,2026-03-13,1418,9478,1992
