event_id,customer_id,event_timestamp,event_type,product_area,active_users
EVT-0031-0055,CUST-0031,2026-03-02 04:41:02.306286,dashboard_query,Machine Learning,176
EVT-0031-0056,CUST-0031,2026-04-17 11:30:12.474036,data_ingestion,Data Warehousing,303
EVT-0031-0057,CUST-0031,2026-04-10 01:01:32.021370,login,Data Warehousing,246
EVT-0031-0058,CUST-0031,2026-04-29 09:30:05.840364,dashboard_query,Data Engineering,264
EVT-0031-0059,CUST-0031,2026-04-19 14:22:42.367974,pipeline_execution,AI Workloads,54
EVT-0031-0060,CUST-0031,2026-04-26 17:59:07.766946,data_ingestion,Machine Learning,478
EVT-0031-0061,CUST-0031,2026-03-03 00:50:55.970509,data_ingestion,AI Workloads,427
EVT-0031-0062,CUST-0031,2026-05-11 13:49:24.501072,dashboard_query,Data Warehousing,366
EVT-0031-0063,CUST-0031,2026-03-31 00:41:27.279443,pipeline_execution,Machine Learning,19
EVT-0031-0064,CUST-0031,2026-04-18 23:02:43.643594,data_ingestion,Machine Learning,409
EVT-0031-0065,CUST-0031,2026-03-19 11:27:55.501343,dashboard_query,Machine Learning,291
EVT-0031-0066,CUST-0031,2026-05-02 11:07:42.021478,ai_model_run,Data Warehousing,226
EVT-0031-0067,CUST-0031,2026-02-23 08:44:40.729340,dashboard_query,Machine Learning,412
EVT-0031-0068,CUST-0031,2026-03-22 16:21:57.340607,data_ingestion,Data Warehousing,291
EVT-0031-0069,CUST-0031,2026-03-28 20:43:46.371811,data_ingestion,Analytics,6
EVT-0031-0070,CUST-0031,2026-04-09 09:52:22.501040,ai_model_run,Analytics,44
EVT-0031-0071,CUST-0031,2026-03-05 09:17:32.171336,dashboard_query,Analytics,409
EVT-0031-0072,CUST-0031,2026-03-13 14:09:57.147824,login,Data Warehousing,15
EVT-0031-0073,CUST-0031,2026-02-13 09:31:33.731538,pipeline_execution,AI Workloads,185
EVT-0032-0000,CUST-0032,2026-02-21 15:03:33.072944,login,Analytics,255
EVT-0032-0001,CUST-0032,2026-02-12 20:13:34.945029,login,AI Workloads,455
EVT-0032-0002,CUST-0032,2026-04-28 09:04:19.941316,pipeline_execution,Analytics,221
EVT-0032-0003,CUST-0032,2026-04-06 20:23:28.336950,login,Data Engineering,473
EVT-0032-0004,CUST-0032,2026-02-14 12:41:23.154475,login,AI Workloads,263
EVT-0032-0005,CUST-0032,2026-04-02 13:25:34.616408,ai_model_run,AI Workloads,7
EVT-0032-0006,CUST-0032,2026-03-20 05:26:49.405576,login,Analytics,327
EVT-0032-0007,CUST-0032,2026-04-15 17:05:04.111374,login,Analytics,413
EVT-0032-0008,CUST-0032,2026-05-02 18:05:04.441791,login,Analytics,297
EVT-0032-0009,CUST-0032,2026-02-20 04:44:27.796533,data_ingestion,Machine Learning,496
EVT-0032-0010,CUST-0032,2026-04-27 08:39:44.771738,data_ingestion,Machine Learning,402
EVT-0032-0011,CUST-0032,2026-05-10 21:55:51.791831,ai_model_run,Analytics,264
EVT-0032-0012,CUST-0032,2026-04-26 15:57:47.646459,login,Data Warehousing,46
EVT-0032-0013,CUST-0032,2026-02-11 04:26:02.056638,data_ingestion,AI Workloads,452
EVT-0032-0014,CUST-0032,2026-03-07 02:08:54.883512,pipeline_execution,Analytics,297
EVT-0032-0015,CUST-0032,2026-03-03 20:43:06.985793,data_ingestion,Analytics,349
EVT-0032-0016,CUST-0032,2026-03-10 10:40:30.480194,login,Data Warehousing,235
EVT-0032-0017,CUST-0032,2026-04-07 14:03:18.073246,data_ingestion,Data Warehousing,411
EVT-0032-0018,CUST-0032,2026-02-11 01:13:03.374019,data_ingestion,Machine Learning,365
EVT-0032-0019,CUST-0032,2026-05-05 21:22:54.805886,ai_model_run,Data Warehousing,430
EVT-0032-0020,CUST-0032,2026-04-08 02:40:54.112912,login,Machine Learning,332
EVT-0032-0021,CUST-0032,2026-03-03 09:19:35.668293,login,Machine Learning,316
EVT-0032-0022,CUST-0032,2026-04-14 02:43:03.016735,data_ingestion,AI Workloads,53
EVT-0032-0023,CUST-0032,2026-03-07 14:26:16.922414,ai_model_run,Machine Learning,164
EVT-0032-0024,CUST-0032,2026-03-19 03:32:51.487757,ai_model_run,Analytics,381
EVT-0032-0025,CUST-0032,2026-03-14 09:18:07.931160,data_ingestion,Analytics,190
EVT-0032-0026,CUST-0032,2026-04-15 14:43:09.848768,login,Data Engineering,212
EVT-0032-0027,CUST-0032,2026-04-11 10:01:16.510744,data_ingestion,Analytics,449
EVT-0032-0028,CUST-0032,2026-05-04 11:28:44.692788,login,Data Warehousing,29
EVT-0032-0029,CUST-0032,2026-02-28 04:38:30.306493,dashboard_query,Data Engineering,17
EVT-0032-0030,CUST-0032,2026-02-23 21:10:44.261150,dashboard_query,AI Workloads,181
EVT-0032-0031,CUST-0032,2026-04-22 02:13:52.795516,data_ingestion,Data Engineering,280
EVT-0032-0032,CUST-0032,2026-04-01 10:12:31.577152,data_ingestion,Data Warehousing,389
EVT-0032-0033,CUST-0032,2026-03-25 14:49:58.016120,pipeline_execution,Analytics,350
EVT-0032-0034,CUST-0032,2026-04-29 07:56:06.012413,dashboard_query,Machine Learning,361
EVT-0032-0035,CUST-0032,2026-03-05 05:34:16.466431,pipeline_execution,Analytics,348
EVT-0032-0036,CUST-0032,2026-05-02 03:58:10.772809,pipeline_execution,Data Warehousing,260
EVT-0032-0037,CUST-0032,2026-05-11 01:20:30.430456,data_ingestion,Machine Learning,404
EVT-0032-0038,CUST-0032,2026-03-23 09:39:12.285268,dashboard_query,AI Workloads,255
EVT-0032-0039,CUST-0032,2026-03-04 20:55:16.569922,data_ingestion,Data Engineering,43
EVT-0032-0040,CUST-0032,2026-04-26 17:14:47.636387,pipeline_execution,AI Workloads,442
EVT-0032-0041,CUST-0032,2026-05-09 14:05:48.410403,data_ingestion,Analytics,466
EVT-0032-0042,CUST-0032,2026-03-26 01:52:15.189184,login,Data Engineering,203
EVT-0032-0043,CUST-0032,2026-03-15 17:13:14.551016,login,Data Engineering,316
EVT-0032-0044,CUST-0032,2026-04-09 14:29:39.398109,data_ingestion,Analytics,355
EVT-0032-0045,CUST-0032,2026-04-18 10:32:08.959336,data_ingestion,Data Warehousing,110
EVT-0032-0046,CUST-0032,2026-05-10 10:18:08.047171,login,Data Warehousing,465
EVT-0032-0047,CUST-0032,2026-04-12 06:28:51.758926,data_ingestion,Analytics,478
EVT-0032-0048,CUST-0032,2026-03-02 04:17:48.044015,data_ingestion,Machine Learning,251
EVT-0032-0049,CUST-0032,2026-02-22 13:40:54.284364,login,Machine Learning,375
EVT-0032-0050,CUST-0032,2026-04-12 15:59:27.795186,ai_model_run,Data Warehousing,133
EVT-0032-0051,CUST-0032,2026-02-28 09:30:41.769066,ai_model_run,Data Engineering,306
EVT-0032-0052,CUST-0032,2026-03-18 21:22:44.519667,data_ingestion,Data Engineering,236
EVT-0032-0053,CUST-0032,2026-04-08 16:38:41.221796,data_ingestion,Data Engineering,495
EVT-0032-0054,CUST-0032,2026-02-19 18:21:54.907961,login,Analytics,26
EVT-0032-0055,CUST-0032,2026-03-09 03:56:38.080885,ai_model_run,Analytics,278
EVT-0032-0056,CUST-0032,2026-03-22 19:54:39.326089,ai_model_run,Machine Learning,185
EVT-0032-0057,CUST-0032,2026-03-06 20:16:09.300078,ai_model_run,AI Workloads,388
EVT-0032-0058,CUST-0032,2026-04-17 10:10:57.860062,dashboard_query,Data Warehousing,36
EVT-0032-0059,CUST-0032,2026-04-15 18:46:57.877203,data_ingestion,Analytics,389
EVT-0032-0060,CUST-0032,2026-03-10 23:53:55.780632,dashboard_query,Analytics,69
EVT-0032-0061,CUST-0032,2026-04-16 22:09:12.451670,pipeline_execution,Data Warehousing,160
EVT-0033-0000,CUST-0033,2026-03-05 17:30:09.974903,data_ingestion,Data Warehousing,21
EVT-0033-0001,CUST-0033,2026-04-06 11:43:14.313691,ai_model_run,Data Engineering,289
EVT-0033-0002,CUST-0033,2026-05-04 17:44:34.665067,data_ingestion,AI Workloads,324
EVT-0033-0003,CUST-0033,2026-02-26 00:34:38.451766,pipeline_execution,AI Workloads,205
EVT-0033-0004,CUST-0033,2026-03-17 09:18:37.527038,data_ingestion,Data Warehousing,485
EVT-0033-0005,CUST-0033,2026-03-14 07:39:03.513180,ai_model_run,Analytics,254
EVT-0033-0006,CUST-0033,2026-02-21 17:11:39.496860,pipeline_execution,Data Engineering,60
EVT-0033-0007,CUST-0033,2026-02-22 14:26:52.529453,ai_model_run,Analytics,185
EVT-0033-0008,CUST-0033,2026-04-18 20:44:05.656029,pipeline_execution,Data Warehousing,459
EVT-0033-0009,CUST-0033,2026-04-30 18:46:52.331269,login,AI Workloads,203
EVT-0033-0010,CUST-0033,2026-05-02 18:10:18.275768,dashboard_query,AI Workloads,217
EVT-0033-0011,CUST-0033,2026-02-19 16:13:26.095311,login,Analytics,402
EVT-0033-0012,CUST-0033,2026-03-26 13:52:29.842623,login,AI Workloads,134
EVT-0033-0013,CUST-0033,2026-03-28 18:40:04.035933,login,AI Workloads,286
EVT-0033-0014,CUST-0033,2026-04-01 03:05:01.774479,dashboard_query,Data Engineering,308
EVT-0033-0015,CUST-0033,2026-04-30 10:50:59.731556,data_ingestion,Analytics,27
EVT-0033-0016,CUST-0033,2026-04-10 15:44:55.132985,ai_model_run,Analytics,383
EVT-0033-0017,CUST-0033,2026-03-15 06:12:12.052775,ai_model_run,Data Warehousing,243
EVT-0033-0018,CUST-0033,2026-04-04 23:41:51.747936,ai_model_run,Data Warehousing,145
EVT-0033-0019,CUST-0033,2026-04-10 06:24:25.124270,login,AI Workloads,282
EVT-0033-0020,CUST-0033,2026-03-02 17:54:38.829778,data_ingestion,Data Engineering,140
EVT-0033-0021,CUST-0033,2026-03-01 11:43:44.189120,data_ingestion,Machine Learning,209
EVT-0033-0022,CUST-0033,2026-04-08 11:23:22.195800,data_ingestion,AI Workloads,243
EVT-0033-0023,CUST-0033,2026-05-03 09:51:35.043914,dashboard_query,Analytics,371
EVT-0033-0024,CUST-0033,2026-03-22 09:19:55.517822,login,Analytics,486
EVT-0033-0025,CUST-0033,2026-03-19 02:22:47.309348,login,AI Workloads,206
EVT-0033-0026,CUST-0033,2026-03-03 02:21:56.921522,dashboard_query,AI Workloads,73
EVT-0033-0027,CUST-0033,2026-03-25 09:14:16.646255,data_ingestion,Data Warehousing,67
EVT-0033-0028,CUST-0033,2026-04-11 21:20:11.629149,dashboard_query,AI Workloads,437
EVT-0033-0029,CUST-0033,2026-04-27 09:29:12.613855,login,Machine Learning,60
EVT-0033-0030,CUST-0033,2026-04-01 19:00:57.334057,dashboard_query,Analytics,181
EVT-0033-0031,CUST-0033,2026-02-16 05:33:10.804715,dashboard_query,Data Warehousing,94
EVT-0033-0032,CUST-0033,2026-04-18 21:01:42.434538,pipeline_execution,Machine Learning,260
EVT-0033-0033,CUST-0033,2026-02-22 22:39:44.146323,login,Data Warehousing,442
EVT-0033-0034,CUST-0033,2026-02-12 02:08:38.680856,login,AI Workloads,296
EVT-0033-0035,CUST-0033,2026-03-20 23:53:34.732764,data_ingestion,Data Warehousing,43
EVT-0033-0036,CUST-0033,2026-02-26 13:37:39.812810,login,Data Warehousing,454
EVT-0033-0037,CUST-0033,2026-03-03 22:32:59.175427,data_ingestion,AI Workloads,400
EVT-0033-0038,CUST-0033,2026-05-11 20:52:10.941519,ai_model_run,AI Workloads,165
EVT-0033-0039,CUST-0033,2026-02-16 17:49:52.397954,pipeline_execution,Machine Learning,298
EVT-0033-0040,CUST-0033,2026-03-25 14:27:42.828626,pipeline_execution,Machine Learning,361
EVT-0033-0041,CUST-0033,2026-04-02 10:37:32.603217,dashboard_query,Data Warehousing,320
EVT-0033-0042,CUST-0033,2026-03-15 00:24:02.573320,pipeline_execution,Analytics,91
EVT-0033-0043,CUST-0033,2026-03-15 03:40:34.522174,dashboard_query,Data Warehousing,457
EVT-0033-0044,CUST-0033,2026-04-13 22:17:07.660368,login,Data Engineering,198
EVT-0033-0045,CUST-0033,2026-03-25 11:23:12.886176,login,Data Engineering,46
EVT-0033-0046,CUST-0033,2026-04-28 10:00:56.938860,login,Data Engineering,454
EVT-0033-0047,CUST-0033,2026-05-02 05:02:25.935101,pipeline_execution,AI Workloads,245
EVT-0033-0048,CUST-0033,2026-02-20 04:03:14.887713,data_ingestion,AI Workloads,411
EVT-0033-0049,CUST-0033,2026-03-18 23:51:53.586911,login,Data Engineering,87
EVT-0033-0050,CUST-0033,2026-04-21 21:43:41.498398,dashboard_query,Machine Learning,353
EVT-0033-0051,CUST-0033,2026-02-26 00:28:37.505151,data_ingestion,AI Workloads,471
EVT-0033-0052,CUST-0033,2026-02-14 02:12:31.511442,pipeline_execution,Data Warehousing,395
EVT-0033-0053,CUST-0033,2026-02-28 16:45:50.764497,pipeline_execution,Data Engineering,186
EVT-0033-0054,CUST-0033,2026-03-02 15:27:32.711462,ai_model_run,AI Workloads,98
EVT-0033-0055,CUST-0033,2026-02-15 12:42:07.397119,login,AI Workloads,33
EVT-0033-0056,CUST-0033,2026-02-17 12:36:58.188838,data_ingestion,Data Warehousing,352
EVT-0033-0057,CUST-0033,2026-02-20 11:45:16.693323,pipeline_execution,Machine Learning,131
EVT-0033-0058,CUST-0033,2026-04-10 18:16:10.290506,dashboard_query,Machine Learning,371
EVT-0033-0059,CUST-0033,2026-03-01 16:03:02.448615,login,AI Workloads,4
EVT-0033-0060,CUST-0033,2026-04-23 02:23:30.827748,pipeline_execution,Data Warehousing,110
EVT-0033-0061,CUST-0033,2026-03-21 20:12:53.409415,pipeline_execution,Analytics,147
EVT-0033-0062,CUST-0033,2026-05-11 19:56:23.305119,pipeline_execution,Data Engineering,196
EVT-0033-0063,CUST-0033,2026-05-01 03:30:54.360146,login,Data Engineering,424
EVT-0033-0064,CUST-0033,2026-05-09 05:58:11.362827,dashboard_query,Machine Learning,437
EVT-0033-0065,CUST-0033,2026-02-13 23:44:14.513155,login,Analytics,262
EVT-0033-0066,CUST-0033,2026-02-12 17:39:15.073526,data_ingestion,Data Warehousing,167
EVT-0033-0067,CUST-0033,2026-04-26 11:11:17.960154,login,Machine Learning,269
EVT-0033-0068,CUST-0033,2026-04-30 03:51:18.611503,pipeline_execution,Data Warehousing,142
EVT-0033-0069,CUST-0033,2026-03-04 09:40:26.954604,ai_model_run,Data Engineering,499
EVT-0033-0070,CUST-0033,2026-05-09 22:54:24.913944,login,AI Workloads,319
EVT-0033-0071,CUST-0033,2026-03-17 01:01:51.226021,ai_model_run,Data Engineering,361
EVT-0033-0072,CUST-0033,2026-02-11 02:30:35.859298,login,AI Workloads,310
EVT-0033-0073,CUST-0033,2026-05-04 20:33:55.547605,login,AI Workloads,217
EVT-0033-0074,CUST-0033,2026-03-02 16:44:58.957886,dashboard_query,Data Engineering,173
EVT-0033-0075,CUST-0033,2026-04-21 22:44:49.740649,dashboard_query,Machine Learning,264
EVT-0033-0076,CUST-0033,2026-03-14 18:28:07.755836,pipeline_execution,AI Workloads,289
EVT-0033-0077,CUST-0033,2026-04-19 11:30:43.221222,dashboard_query,Analytics,398
EVT-0033-0078,CUST-0033,2026-04-26 17:15:58.486911,data_ingestion,Analytics,140
EVT-0033-0079,CUST-0033,2026-04-16 16:21:09.737660,dashboard_query,AI Workloads,211
EVT-0034-0000,CUST-0034,2026-04-02 07:12:22.448588,pipeline_execution,Analytics,314
EVT-0034-0001,CUST-0034,2026-04-15 05:42:33.134043,login,AI Workloads,129
EVT-0034-0002,CUST-0034,2026-04-04 04:29:48.011903,dashboard_query,Data Engineering,223
EVT-0034-0003,CUST-0034,2026-03-22 19:59:47.835043,dashboard_query,AI Workloads,158
EVT-0034-0004,CUST-0034,2026-04-28 19:02:56.733890,pipeline_execution,Machine Learning,40
EVT-0034-0005,CUST-0034,2026-04-01 01:54:47.658917,dashboard_query,AI Workloads,92
EVT-0034-0006,CUST-0034,2026-03-23 05:57:29.546595,pipeline_execution,Data Warehousing,95
EVT-0034-0007,CUST-0034,2026-03-27 23:23:03.426482,pipeline_execution,AI Workloads,412
EVT-0034-0008,CUST-0034,2026-04-01 23:16:05.510822,pipeline_execution,Data Warehousing,207
EVT-0034-0009,CUST-0034,2026-03-09 01:23:24.965793,dashboard_query,Analytics,93
EVT-0034-0010,CUST-0034,2026-04-13 07:08:19.061844,dashboard_query,Machine Learning,171
EVT-0034-0011,CUST-0034,2026-05-10 05:21:52.245112,dashboard_query,Machine Learning,242
EVT-0034-0012,CUST-0034,2026-04-07 23:05:14.641814,data_ingestion,Machine Learning,298
EVT-0034-0013,CUST-0034,2026-04-05 16:39:49.862389,dashboard_query,Data Engineering,61
EVT-0034-0014,CUST-0034,2026-03-16 19:30:24.931440,pipeline_execution,Data Engineering,97
EVT-0034-0015,CUST-0034,2026-05-02 01:17:22.724103,login,Machine Learning,80
EVT-0034-0016,CUST-0034,2026-04-10 04:26:20.413087,data_ingestion,Data Engineering,455
EVT-0034-0017,CUST-0034,2026-03-08 22:56:27.032082,login,Machine Learning,267
EVT-0034-0018,CUST-0034,2026-05-05 16:02:49.234827,login,Machine Learning,268
EVT-0034-0019,CUST-0034,2026-02-21 13:40:16.136584,login,Machine Learning,126
EVT-0034-0020,CUST-0034,2026-03-07 16:49:10.682675,ai_model_run,Machine Learning,378
EVT-0034-0021,CUST-0034,2026-04-11 09:20:44.847176,ai_model_run,Data Engineering,58
EVT-0034-0022,CUST-0034,2026-03-31 08:21:21.398340,data_ingestion,Analytics,173
EVT-0034-0023,CUST-0034,2026-04-14 21:46:09.449696,login,Machine Learning,142
EVT-0034-0024,CUST-0034,2026-05-10 09:35:38.730103,data_ingestion,Analytics,278
EVT-0034-0025,CUST-0034,2026-03-08 22:48:28.622099,pipeline_execution,Data Warehousing,289
EVT-0034-0026,CUST-0034,2026-03-04 23:14:02.083596,login,Data Warehousing,135
EVT-0034-0027,CUST-0034,2026-03-04 08:49:36.611853,data_ingestion,Machine Learning,255
EVT-0034-0028,CUST-0034,2026-02-25 16:18:44.229131,data_ingestion,Analytics,262
EVT-0034-0029,CUST-0034,2026-02-24 07:53:42.299993,ai_model_run,Machine Learning,229
EVT-0034-0030,CUST-0034,2026-05-11 18:48:54.822430,data_ingestion,Data Engineering,62
EVT-0034-0031,CUST-0034,2026-02-27 04:45:05.103046,data_ingestion,Data Warehousing,27
EVT-0034-0032,CUST-0034,2026-03-02 03:17:06.918097,login,Data Warehousing,272
EVT-0034-0033,CUST-0034,2026-05-08 03:37:40.780545,dashboard_query,Data Warehousing,317
EVT-0034-0034,CUST-0034,2026-03-22 16:21:44.004588,pipeline_execution,Analytics,191
EVT-0034-0035,CUST-0034,2026-04-13 02:00:03.766703,pipeline_execution,Machine Learning,169
EVT-0034-0036,CUST-0034,2026-03-28 03:29:17.755767,ai_model_run,Machine Learning,97
EVT-0034-0037,CUST-0034,2026-03-23 10:39:16.503478,ai_model_run,Data Engineering,99
EVT-0034-0038,CUST-0034,2026-02-27 04:17:02.842698,dashboard_query,Machine Learning,110
EVT-0034-0039,CUST-0034,2026-04-04 20:03:45.258175,login,AI Workloads,233
EVT-0034-0040,CUST-0034,2026-03-18 09:41:05.640369,dashboard_query,Data Engineering,44
EVT-0034-0041,CUST-0034,2026-03-27 02:31:42.936806,login,Machine Learning,381
EVT-0034-0042,CUST-0034,2026-03-10 18:57:42.467069,data_ingestion,Analytics,392
EVT-0034-0043,CUST-0034,2026-03-20 08:20:44.684258,data_ingestion,Data Engineering,446
EVT-0034-0044,CUST-0034,2026-04-30 16:38:24.648696,pipeline_execution,AI Workloads,81
EVT-0034-0045,CUST-0034,2026-03-02 14:02:46.371467,pipeline_execution,Data Engineering,442
EVT-0034-0046,CUST-0034,2026-04-20 09:29:01.081851,ai_model_run,Data Engineering,445
EVT-0034-0047,CUST-0034,2026-03-31 04:48:54.159770,login,Data Warehousing,458
EVT-0034-0048,CUST-0034,2026-05-07 23:27:35.663176,data_ingestion,AI Workloads,116
EVT-0034-0049,CUST-0034,2026-02-11 09:09:01.140156,data_ingestion,AI Workloads,455
EVT-0034-0050,CUST-0034,2026-03-22 20:27:16.232585,login,Data Engineering,14
EVT-0034-0051,CUST-0034,2026-04-18 12:09:17.248288,pipeline_execution,Data Warehousing,350
EVT-0034-0052,CUST-0034,2026-04-19 14:05:43.759728,data_ingestion,Machine Learning,51
EVT-0034-0053,CUST-0034,2026-03-25 22:43:26.121113,data_ingestion,Data Warehousing,186
EVT-0034-0054,CUST-0034,2026-05-02 16:01:56.500870,dashboard_query,Data Engineering,322
EVT-0034-0055,CUST-0034,2026-02-19 23:50:45.698864,pipeline_execution,Data Engineering,312
EVT-0034-0056,CUST-0034,2026-04-19 05:57:06.850198,ai_model_run,Machine Learning,82
EVT-0034-0057,CUST-0034,2026-03-09 14:59:24.311856,data_ingestion,Data Engineering,348
EVT-0034-0058,CUST-0034,2026-03-21 11:43:25.405832,data_ingestion,Data Engineering,94
EVT-0034-0059,CUST-0034,2026-04-14 03:10:54.966138,dashboard_query,Data Warehousing,176
EVT-0034-0060,CUST-0034,2026-04-15 15:26:58.316052,login,Data Engineering,7
EVT-0034-0061,CUST-0034,2026-03-13 04:22:34.594531,login,AI Workloads,243
EVT-0034-0062,CUST-0034,2026-03-10 07:17:32.952512,dashboard_query,Data Engineering,40
EVT-0034-0063,CUST-0034,2026-03-02 22:08:10.858899,dashboard_query,Data Warehousing,57
EVT-0034-0064,CUST-0034,2026-04-23 21:47:05.662027,data_ingestion,Data Warehousing,471
EVT-0034-0065,CUST-0034,2026-04-30 13:36:12.789312,pipeline_execution,Machine Learning,26
EVT-0034-0066,CUST-0034,2026-02-22 20:05:16.201406,dashboard_query,Analytics,285
EVT-0034-0067,CUST-0034,2026-03-24 16:06:55.337289,login,Analytics,493
EVT-0034-0068,CUST-0034,2026-03-05 23:09:55.920224,data_ingestion,Machine Learning,224
EVT-0034-0069,CUST-0034,2026-05-10 14:04:57.228248,ai_model_run,Analytics,250
EVT-0034-0070,CUST-0034,2026-03-19 23:46:48.548991,ai_model_run,Data Engineering,478
EVT-0034-0071,CUST-0034,2026-05-11 18:51:06.880994,pipeline_execution,Data Engineering,473
EVT-0034-0072,CUST-0034,2026-05-11 18:16:37.869970,pipeline_execution,Analytics,479
EVT-0034-0073,CUST-0034,2026-03-24 04:17:06.131827,pipeline_execution,Data Warehousing,232
EVT-0034-0074,CUST-0034,2026-02-26 21:18:51.294186,login,AI Workloads,76
EVT-0034-0075,CUST-0034,2026-03-14 05:23:47.279706,data_ingestion,Data Warehousing,386
EVT-0034-0076,CUST-0034,2026-02-24 13:05:21.538546,login,Machine Learning,285
EVT-0035-0000,CUST-0035,2026-02-20 08:24:23.596035,data_ingestion,Data Engineering,196
EVT-0035-0001,CUST-0035,2026-03-07 20:03:28.895871,dashboard_query,Data Warehousing,409
EVT-0035-0002,CUST-0035,2026-04-11 04:56:26.702933,login,Data Warehousing,435
EVT-0035-0003,CUST-0035,2026-03-11 02:52:52.683639,pipeline_execution,Machine Learning,279
EVT-0035-0004,CUST-0035,2026-04-07 16:08:55.514219,pipeline_execution,Data Warehousing,304
EVT-0035-0005,CUST-0035,2026-03-02 22:37:31.890101,pipeline_execution,Machine Learning,450
EVT-0035-0006,CUST-0035,2026-02-22 13:35:29.107574,login,Data Warehousing,10
EVT-0035-0007,CUST-0035,2026-02-11 09:37:41.304710,pipeline_execution,Data Engineering,51
EVT-0035-0008,CUST-0035,2026-04-10 11:37:35.222217,login,AI Workloads,337
EVT-0035-0009,CUST-0035,2026-05-09 22:49:57.294560,dashboard_query,Data Engineering,315
EVT-0035-0010,CUST-0035,2026-05-04 17:57:00.292445,data_ingestion,AI Workloads,127
EVT-0035-0011,CUST-0035,2026-04-28 05:54:40.730203,pipeline_execution,Analytics,397
EVT-0035-0012,CUST-0035,2026-04-20 16:34:31.854928,dashboard_query,Data Warehousing,371
EVT-0035-0013,CUST-0035,2026-05-03 23:10:37.491296,pipeline_execution,Data Warehousing,251
EVT-0035-0014,CUST-0035,2026-03-07 09:46:01.032114,data_ingestion,Data Engineering,313
EVT-0035-0015,CUST-0035,2026-02-14 19:12:00.719073,data_ingestion,Analytics,184
EVT-0035-0016,CUST-0035,2026-04-27 07:01:21.650562,dashboard_query,Data Warehousing,270
EVT-0035-0017,CUST-0035,2026-02-26 19:09:13.135085,data_ingestion,AI Workloads,29
EVT-0035-0018,CUST-0035,2026-04-22 13:14:21.553460,ai_model_run,Data Engineering,206
EVT-0035-0019,CUST-0035,2026-02-11 10:35:33.926079,login,Analytics,392
EVT-0035-0020,CUST-0035,2026-04-06 20:27:01.756098,dashboard_query,Machine Learning,181
EVT-0035-0021,CUST-0035,2026-03-30 02:39:24.273292,login,Data Warehousing,12
EVT-0035-0022,CUST-0035,2026-03-21 13:52:43.598319,login,Data Engineering,305
EVT-0035-0023,CUST-0035,2026-04-27 00:01:38.559152,data_ingestion,Analytics,294
EVT-0035-0024,CUST-0035,2026-02-18 11:43:45.359700,data_ingestion,Analytics,390
EVT-0035-0025,CUST-0035,2026-04-20 22:32:08.340653,pipeline_execution,Data Engineering,372
EVT-0035-0026,CUST-0035,2026-03-29 20:05:56.920359,ai_model_run,Analytics,31
EVT-0035-0027,CUST-0035,2026-04-05 07:31:15.088820,data_ingestion,AI Workloads,282
EVT-0035-0028,CUST-0035,2026-03-24 19:59:40.358342,data_ingestion,Data Warehousing,210
EVT-0036-0000,CUST-0036,2026-04-09 06:13:59.201747,data_ingestion,Machine Learning,49
EVT-0036-0001,CUST-0036,2026-04-19 14:52:06.135141,pipeline_execution,Analytics,422
EVT-0036-0002,CUST-0036,2026-03-10 16:00:22.358573,ai_model_run,Data Warehousing,354
EVT-0036-0003,CUST-0036,2026-04-10 08:04:03.013030,dashboard_query,Machine Learning,87
EVT-0036-0004,CUST-0036,2026-03-08 09:41:35.441231,data_ingestion,AI Workloads,322
EVT-0036-0005,CUST-0036,2026-03-01 15:32:01.960711,dashboard_query,Analytics,305
EVT-0036-0006,CUST-0036,2026-04-09 02:18:20.724318,data_ingestion,Machine Learning,88
EVT-0036-0007,CUST-0036,2026-03-11 02:53:47.715620,pipeline_execution,Data Warehousing,25
EVT-0036-0008,CUST-0036,2026-03-24 04:16:08.966319,login,Data Warehousing,310
EVT-0036-0009,CUST-0036,2026-04-02 23:56:30.881797,login,Analytics,499
EVT-0036-0010,CUST-0036,2026-03-18 20:13:38.033980,ai_model_run,Data Engineering,94
EVT-0036-0011,CUST-0036,2026-04-23 06:25:13.889700,ai_model_run,AI Workloads,265
EVT-0036-0012,CUST-0036,2026-04-22 09:31:37.811944,data_ingestion,Machine Learning,88
EVT-0036-0013,CUST-0036,2026-02-12 06:31:31.239078,dashboard_query,Data Engineering,111
EVT-0036-0014,CUST-0036,2026-03-18 08:42:39.778475,ai_model_run,Machine Learning,219
EVT-0036-0015,CUST-0036,2026-03-25 17:34:35.796283,data_ingestion,Data Warehousing,241
EVT-0036-0016,CUST-0036,2026-04-19 22:08:54.720024,data_ingestion,Analytics,300
EVT-0036-0017,CUST-0036,2026-02-24 01:52:56.462885,pipeline_execution,Analytics,155
EVT-0036-0018,CUST-0036,2026-02-21 05:10:10.694394,login,Machine Learning,45
EVT-0036-0019,CUST-0036,2026-02-25 01:01:32.771986,data_ingestion,Machine Learning,281
EVT-0036-0020,CUST-0036,2026-04-20 16:08:33.842609,data_ingestion,Data Engineering,38
EVT-0036-0021,CUST-0036,2026-02-13 03:00:51.633447,login,Machine Learning,115
EVT-0037-0000,CUST-0037,2026-03-21 07:16:48.537270,data_ingestion,Data Engineering,81
EVT-0037-0001,CUST-0037,2026-05-04 23:16:07.452694,login,Data Warehousing,49
EVT-0037-0002,CUST-0037,2026-05-02 00:35:39.276460,login,Analytics,290
